1000.0,593,394
1001.0,593,394
1002.0,593,394
1003.0,593,394
1004.0,593,394
1005.0,595,385
1006.0,595,385
1007.0,595,385
1008.0,595,385
1009.0,594,385
1010.0,594,385
1011.0,594,385
1012.0,594,385
1013.0,594,379
1014.0,594,379
1015.0,594,379
1016.0,594,379
1017.0,593,377
1018.0,593,377
1019.0,593,377
1020.0,593,377
1021.0,593,377
1022.0,593,377
1023.0,593,377
1024.0,593,377
1025.0,592,377
1026.0,592,377
1027.0,592,374
1028.0,592,374
1029.0,592,374
1030.0,592,374
1031.0,593,373
1032.0,594,373
1033.0,594,373
1034.0,594,373
1035.0,593,369
1036.0,593,369
1037.0,593,369
1038.0,593,369
1039.0,593,369
1040.0,595,367
1041.0,595,367
1042.0,595,367
1043.0,595,367
1044.0,595,364
1045.0,595,364
1046.0,595,364
1047.0,595,364
1048.0,595,364
1049.0,594,360
1050.0,594,360
1051.0,594,360
1052.0,594,360
1053.0,593,359
1054.0,593,359
1055.0,593,359
1056.0,593,359
1057.0,593,359
1058.0,593,354
1059.0,593,354
1060.0,593,354
1061.0,593,354
1062.0,593,354
1063.0,593,353
1064.0,593,353
1065.0,593,353
1066.0,593,353
1067.0,592,349
1068.0,592,349
1069.0,592,349
1070.0,592,349
1071.0,592,349
1072.0,597,346
1073.0,597,346
1074.0,597,346
1075.0,597,346
1076.0,598,345
1077.0,598,345
1078.0,598,345
1079.0,597,345
1080.0,597,345
1081.0,595,342
1082.0,595,342
1083.0,595,342
1084.0,595,342
1085.0,595,342
1086.0,595,338
1087.0,595,338
1088.0,595,338
1089.0,595,337
1090.0,594,337
1091.0,594,337
1092.0,594,337
1093.0,594,337
1094.0,593,334
1095.0,593,334
1096.0,593,334
1097.0,593,334
1098.0,593,334
1099.0,593,325
1100.0,596,329
1101.0,596,329
1102.0,596,329
1103.0,596,329
1104.0,597,323
1105.0,597,323
1106.0,597,323
1107.0,597,324
1108.0,597,324
1109.0,597,324
1110.0,597,324
1111.0,596,324
1112.0,595,325
1113.0,594,325
1114.0,593,324
1115.0,593,324
1116.0,593,324
1117.0,593,324
1118.0,593,324
1119.0,595,319
1120.0,595,319
1121.0,595,319
1122.0,595,319
1123.0,595,319
1124.0,595,319
1125.0,595,319
1126.0,595,319
1127.0,595,319
1128.0,595,319
1129.0,595,316
1130.0,595,316
1131.0,595,316
1132.0,595,316
1133.0,595,316
1134.0,595,316
1135.0,595,316
1136.0,595,316
1137.0,596,313
1138.0,596,313
1139.0,596,313
1140.0,596,313
1141.0,596,313
1142.0,596,309
1143.0,596,309
1144.0,596,309
1145.0,596,309
1146.0,596,309
1147.0,595,307
1148.0,595,307
1149.0,595,307
1150.0,595,307
1151.0,595,307
1152.0,595,307
1153.0,595,307
1154.0,595,307
1155.0,595,307
1156.0,595,307
1157.0,594,305
1158.0,594,305
1159.0,594,305
1160.0,594,305
1161.0,594,305
1162.0,593,304
1163.0,593,304
1164.0,593,304
1165.0,593,304
1166.0,593,304
1167.0,593,304
1168.0,593,304
1169.0,593,304
1170.0,593,304
1171.0,593,303
1172.0,595,299
1173.0,595,299
1174.0,595,299
1175.0,595,299
1176.0,595,295
1177.0,594,294
1178.0,594,294
1179.0,594,294
1180.0,594,293
1181.0,594,293
1182.0,594,293
1183.0,594,293
1184.0,594,293
1185.0,594,293
1186.0,594,293
1187.0,594,293
1188.0,594,293
1189.0,594,293
1190.0,594,291
1191.0,594,291
1192.0,594,291
1193.0,594,291
1194.0,593,290
1195.0,593,290
1196.0,593,290
1197.0,593,290
1198.0,593,290
1199.0,594,286
1200.0,594,286
1201.0,594,286
1202.0,594,286
1203.0,594,286
1204.0,594,286
1205.0,594,286
1206.0,594,286
1207.0,594,286
1208.0,594,286
1209.0,594,283
1210.0,594,283
1211.0,594,283
1212.0,594,283
1213.0,594,283
1214.0,594,283
1215.0,594,283
1216.0,594,283
1217.0,594,283
1218.0,594,283
1219.0,594,283
1220.0,594,283
1221.0,594,283
1222.0,594,283
1223.0,595,279
1224.0,595,279
1225.0,595,279
1226.0,595,279
1227.0,595,278
1228.0,595,278
1229.0,595,278
1230.0,595,278
1231.0,595,276
1232.0,595,276
1233.0,596,276
1234.0,596,276
1235.0,596,276
1236.0,596,276
1237.0,596,276
1238.0,596,276
1239.0,596,276
1240.0,596,276
1241.0,596,275
1242.0,596,275
1243.0,600,275
1244.0,603,275
1245.0,601,279
1246.0,601,279
1247.0,601,279
1248.0,601,279
1249.0,601,279
1250.0,596,279
1251.0,596,279
1252.0,596,279
1253.0,596,279
1254.0,596,279
1255.0,603,279
1256.0,603,279
1257.0,603,279
1258.0,603,279
1259.0,603,279
1260.0,603,279
1261.0,603,279
1262.0,603,279
1263.0,603,279
1264.0,619,275
1265.0,619,275
1266.0,619,275
1267.0,619,275
1268.0,619,275
1269.0,620,275
1270.0,620,275
1271.0,620,275
1272.0,620,275
1273.0,620,275
1274.0,635,275
1275.0,635,275
1276.0,635,275
1277.0,635,275
1278.0,635,275
1279.0,635,275
1280.0,635,275
1281.0,635,275
1282.0,635,275
1283.0,648,270
1284.0,648,270
1285.0,648,270
1286.0,648,270
1287.0,648,270
1288.0,648,270
1289.0,648,270
1290.0,648,270
1291.0,650,270
1292.0,650,270
1293.0,650,270
1294.0,650,270
1295.0,663,268
1296.0,662,268
1297.0,662,269
1298.0,662,270
1299.0,662,270
1300.0,662,270
1301.0,662,270
1302.0,662,270
1303.0,662,270
1304.0,677,268
1305.0,677,268
1306.0,677,268
1307.0,677,268
1308.0,679,269
1309.0,679,269
1310.0,679,269
1311.0,679,269
1312.0,680,269
1313.0,681,269
1314.0,681,269
1315.0,681,269
1316.0,687,269
1317.0,687,269
1318.0,687,269
1319.0,687,269
1320.0,687,269
1321.0,698,267
1322.0,698,267
1323.0,698,267
1324.0,698,267
1325.0,702,266
1326.0,702,266
1327.0,702,266
1328.0,702,266
1329.0,702,266
1330.0,715,265
1331.0,715,265
1332.0,715,265
1333.0,715,265
1334.0,715,265
1335.0,715,265
1336.0,715,265
1337.0,715,265
1338.0,715,265
1339.0,715,265
1340.0,719,264
1341.0,720,264
1342.0,720,264
1343.0,720,264
1344.0,720,264
1345.0,720,264
1346.0,730,263
1347.0,730,263
1348.0,730,263
1349.0,730,263
1350.0,730,263
1351.0,738,260
1352.0,738,260
1353.0,738,260
1354.0,738,260
1355.0,738,260
